Tweet,sentiment
whiteh ref coronaviru okhotnik hunter uav IS get readi air combat role TO BE armed…,Nagative
 theintercept littl fanfar govern still mail coronaviru stimulu check recipi larg corpo…,Neutral
 fullfact uk approv pfizer covid vaccin made regul one hundr seventyfour human medicin regul two thousand twelv not…,Neutral
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Storngly Nagative
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
 resisterch biden met fauci recent trump — not even presid yet biden ask fauci chief…,Neutral
 reutershealth young woman join famili barbecu one recent sunday southern brazil soon night tow…,Positive
 foxla lo angel counti set singleday record new coronaviru case time 9000​,Neutral
 amysiskind anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Nagative
If happen must thank coronaviru nudg us get rid selfinflict inferior complex…,Nagative
kenningtonu take new york laud success stori june To spite high popul densiti N…,Positive
coronaviru second deadli viru arriv india first two thousand fourteen,Neutral
 nhindia thi govt antifarm We demand new law withdrawn say ajaykumarlallu uttarpradesh farmersprotest fa…,Nagative
 bobwacht nineteen In SF combo good leadership amp followership save mani mani live CA done less well still better…,Storngly Positive
world count us afford coronaviru vaccin say PM modi via namo app,Neutral
 washingtonpost economi ad two hundr fortyf thousand job novemb worrisom sign recoveri falter coronaviru case surge…,Neutral
 oregonian can’t oregon move coronaviru ‘freeze’ tier risk restrict http…,Storngly Nagative
 rncresearch joe biden cast doubt coronaviru vaccin biden advi call vaccin educ program,Nagative
global coronaviru statu confirm fiftyfour million six hundr seventyfour thousand four hundr nineteen death one million three hundr nine thousand seven hundr twentyf recov thirtythr million eight hundr fifti thousand four hundr seventyon recoveri rate ninetysix covid19 stayhom,Storngly Nagative
covaxin evalu one thousand subject first two phase clinic trial promi safe…,Neutral
san francisco adopt california’ region stayathom order contain covid19 via…,Positive
 unicnairobi volunt detect respond misinform covid19👏 onlin volunt 🌍 work support and…,Positive
ktla covid19 coronaviru past flu season,Nagative
 forb coronaviru manag evad immun system,Neutral
 bryandawsonusa senat intel chairman senatorburr get intellig brief coronaviru reassur public w…,Neutral
 nativeorgan red lake amp white earth band chippewa MN ask state regul stop construct enbridge…,Nagative
 cbsla restaur owner forc shut coronaviru restrict frustrat film crew abl s…,Nagative
wow sinc januari least one twentythr peopl live unit state infect least one 1…,Neutral
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Storngly Nagative
rocketmortgag saw ad compani cnn coupl state decid host dinner home…,Neutral
 paulbegala thi heartbreak honest brave like author thank pamelabrowncnn courage…,Storngly Positive
joe biden covid vaccin US not mandatori presidentelect joe biden say american wont forced…,Neutral
indian minist given trial vaccin test posit coronaviru ndtv ndtv tweet haryana health ministe…,Neutral
 lhfang govern continu send massiv coronaviru relief check none go famili need corpor…,Positive
 ajc break,Neutral
 mcfaul rememb march trump label ‘a wartim president’ combat coronaviru today left the…,Nagative
 cnn Dr anthoni fauci join anderson cooper Dr sanjay gupta answer question coronaviru vaccin 📺 watch cnn ht…,Positive
 crulg biden say nobodi pay covid care what’ differ catch coronaviru get cancer—with…,Positive
 afp mani scientist race find vaccin tame spread coronaviru pandem research probe th…,Neutral
 bnodesk deadliest day pandem twelv thousand one hundr sixtyon coronaviru death report past twentyfour hour set new record,Storngly Nagative
coronaviru live updat haryana minist anil vij administr trial dose covaxin test posit hin…,Neutral
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
 kgwnew doctor refu wear mask medic licen suspend,Neutral
 ajc break,Neutral
 demianbulwa break california record coronaviru case day twentytwo thousand three hundr sixtynin,Neutral
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
coronaviru updat ☣️️ total case sixtysix million two hundr thirtyon thousand four hundr seventytwo five hundr sixti ☣️️ ⚠️ current case eighteen million eight hundr ninetyfour thousand twentyseven twentytwo ⚠️ ⚰️ death 15244…,Storngly Nagative
 r6rider daveanthoni andraydomi nanci pelosi problem give millionair check,Nagative
duck5252 anthonysabatini you’r right US covid death rate increa lot faster case right now…,Storngly Nagative
 foxbusi unit ban coupl arrest allegedli fli hawaii despit posit coronaviru test,Storngly Nagative
 sportscent karlanthoni town open he’ continu process death mother six famili member w…,Storngly Nagative
twitter court must decid covid19 coronaviru veri veri hard time maintain financ an…,Nagative
 lauriegarrett stellar detail report florida gov desanti order downplay cover true extent covid19 i…,Positive
jeremycorbyn amazon chang tax law amazon compani use law maximi in…,Positive
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
 lauriegarrett stellar detail report florida gov desanti order downplay cover true extent covid19 i…,Positive
 rncresearch joe biden kamala harri refu say china held account lie mishandl coronaviru,Neutral
coronaviru victoria stop plane hotel quarantin isnt readi say state liber,Nagative
 bachyn “there urgent need address longterm symptom coronaviru hundr thousand american million o…,Positive
 reuter mainland china report seventeen new covid19 case dec four,Neutral
 wef readi schiphol airport gear chill vaccin cargo covid19 vaccin,Neutral
npr cooki consent choic educ via,Positive
whiteh ref coronaviru whi new f15ex Is So revolutionari new weapon via youtub,Nagative
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
To buy ps5 check If In stock black friday restock detail see gt…,Neutral
 economictim haryana minist anil vij announc test posit covid19 On novemb twenti administ dose of…,Neutral
offici abort plan aggress pay student loan two thousand twentyon,Nagative
sooths4yer16 megachurch pastor tri To blow away coronaviru make music,Neutral
 samaaenglish punjab govern reopen field hospit set earlier coronaviru patient lahore’ expo centr it…,Neutral
 drericd US coronaviru surg sinc octob two thousand twenti maskup folk We haven’t even seen worst yet We damn screw covi…,Storngly Nagative
play african affair radio freedom Is come tomorrow sarafina tune live nonstop african mu…,Storngly Positive
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
volunt detect respond misinform covid19👏 onlin volunt 🌍 work support the…,Positive
 cleavonmd oregon medic board suspend licen oregon Dr steven latulipp At protrump ralli nov said neither…,Nagative
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Storngly Nagative
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
 itheindian haryana home minist anil vij took shot bharat biotech covaxin twenti novemb test posit coro…,Neutral
 amysiskind anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Nagative
A fresh crop parson vike girl player got thrown fire friday night’ seasonopen eight thousand one hundr thirtytwo loss to…,Nagative
haryana health minist anil vij not given covaxin vaccin He given first trial dose coro…,Neutral
 crulg biden say nobodi pay covid care what’ differ catch coronaviru get cancer—with…,Positive
 msnbc medic licen oregon doctor refu wear face mask despit ongo coronaviru pandem revoke…,Neutral
 lotusoak2 presid tanzania didnt trust fake test sampl sent laboratori sampl pap…,Nagative
 asianetnewsen haryana home minist anilvij administ trial dose bharat biotech covaxin test posit co…,Neutral
 alarabiyaeng icymi An alabama man spent world war II repair bombdamag train franc recov fight covid…,Storngly Nagative
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
 seangreene89 california coronaviru number friday ◦ twentytwo thousand three hundr sixtynin new case report singleday record ◦ two hundr four death reported…,Storngly Nagative
 lotusoak2 lancet formal retract fake hydroxychloroquin studi use By media To attack trump one t…,Storngly Nagative
 bnodesk break US report nearli two hundr twentyf thousand new coronaviru case set new record,Neutral
trumpista MD brag neither staff wear mask oregon clinic medic licen suspend,Neutral
veteran star neetukapoor actor varundhawan friday test posit coronaviru chandigarh two…,Neutral
day get vaccin haryana health minist anil vij test covid posit • • • haryana anilvij…,Neutral
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Storngly Nagative
bay area becom first california region enact state’ new stayathom order,Neutral
 mcfaul rememb march trump label ‘a wartim president’ combat coronaviru today left the…,Nagative
 10new Oh absolut said ye right spot fauci said ask hed taken job presidentelect joe biden chie…,Neutral
 argylebecki talkradio host mike graham critici sturgeon becom powermad coronaviru pandem He said snp w…,Neutral
 amysiskind anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Nagative
 reuter In silenc greek citi buri coronaviru dead,Neutral
 meghupd haryana minist anil vij given trial dose covaxin test posit coronaviru covidvaccin not…,Neutral
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
 crulg biden say nobodi pay covid care what’ differ catch coronaviru get cancer—with…,Positive
ndtv lambaalka ppl not understand vaccin need time work It take week body’s…,Neutral
covid19 vaccin readi schiphol airport gear chill vaccin cargo via…,Neutral
 mukasaamaat peopl said trump not danger thi past week covid19 lead cau death US thi n…,Nagative
 alarabiyaeng kuwait begin vote nation assembl first elect sinc death longtim rule emir tim…,Storngly Nagative
 thecourieruk cash lifelin food drink wholes struggl due coronaviru restrict …,Nagative
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
US lo angel counti shatter daili record covid19 case third time week via…,Neutral
 bryandawsonusa senat intel chairman senatorburr get intellig brief coronaviru reassur public w…,Neutral
 mcfaul rememb march trump label ‘a wartim president’ combat coronaviru today left the…,Nagative
cdc advi univ mask indoor US covid death break record covid19,Storngly Nagative
 mcfaul rememb march trump label ‘a wartim president’ combat coronaviru today left the…,Nagative
 reuter feder student loan payment suspend end januari,Nagative
 anikadafert climatestrikeonlin week ninetysix fridaysforfutur climatestrik climateact climatechang snow winter corona corona…,Neutral
 cleavonmd oregon medic board suspend licen oregon Dr steven latulipp At protrump ralli nov said neither…,Nagative
haryana health minist anil vij test posit day get trial dose coronaviru vaccin via indiatoday,Neutral
 lauriegarrett stellar detail report florida gov desanti order downplay cover true extent covid19 i…,Positive
 argylebecki talkradio host mike graham critici sturgeon becom powermad coronaviru pandem He said snp w…,Neutral
you’ll never believ It trump kushner busi got million ppp loan via vanityfair,Neutral
 edyong209 thing want everyon understand roughli 12day lag rise case rise hospitalizations…,Nagative
not coronaviru vaccin avail everyon thi pandem still go around 😷😷😷😷😷😷😷 S…,Neutral
huffpost msnbc maddow lawrenc senat gop better learn work joebiden biden megaphon to…,Positive
 romancingnop mitch mcconnel walk away negoti coronaviru relief octob nanci pelosi continu work stev…,Positive
 zachbraff sinc hand peopl think babi don’t babi thi friend nick his…,Storngly Positive
 sebroch never forgiv trump gop ly love one die watch pass covid19…,Storngly Positive
 buzzf elizabeth warren ayanna pressley want An investig racial inequ In US pandem respon,Positive
beliz three thousand four hundr eightyeight activ case coronaviru one hundr seventi covid19 death report Im sure ter…,Nagative
 veron2v face mask pattern facemask mask cottonmask coronaviru covid19 covidprotect printonde…,Neutral
 reutershealth number confirm coronaviru case germani increa twentythre thousand three hundr eighteen one million one hundr fiftythre thousand five hundr fiftysix data robert koch instit…,Positive
 politico lawmak push sort tax mess creat million peopl work home coronaviru pandemic…,Nagative
 romancingnop mitch mcconnel walk away negoti coronaviru relief octob nanci pelosi continu work stev…,Positive
 motherjon covid19 america lead cau death,Neutral
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
 steveguest nanci pelosi admit “decision” block coronaviru relief month,Positive
 leadcoalit determin truth mom nur home care tricki import mindingoureld …,Storngly Positive
 jordanuhl In march cnbc person former hedg fund cretin rick santelli suggest give everyon coronaviru protect the…,Positive
 simondolan thi monument admiss UK govt admit lay wide open massiv class…,Positive
 laylamoran anoth busi week ive ✅launch first major xparti report govt handl coronaviru appgcoronaviru ✅met na…,Neutral
 veron2v face mask fractal abstract facemask mask cottonmask coronaviru covid19 covidprotectio…,Neutral
Dr lee merritt “face mask don’t work ani kind mask make differ small particl viru eit…,Storngly Positive
 denverbusi US unemploy claim remain high seven hundr twelv thousand coronaviru escal,Neutral
riverkeep support nation effort,Positive
 cleavonmd oregon medic board suspend licen oregon Dr steven latulipp At protrump ralli nov said neither…,Nagative
 myarr break pfizer given protect legal action UK govern pfizer’ UK boss refu explain busi n…,Positive
 reuter mainland china report seventeen new covid19 case dec four,Neutral
So wor part coronaviru slowli get better wouldn’t wish enemi,Storngly Positive
 travisyost My uncl die today coronaviru As thousand peopl today peopl like mark donnelli unforgivable…,Nagative
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
 romancingnop mitch mcconnel walk away negoti coronaviru relief octob nanci pelosi continu work stev…,Positive
 bnodesk break US report nearli two hundr twentyf thousand new coronaviru case set new record,Neutral
 karthickselvaa second day row US notch record number coronaviru case twentyfour hour reach two hundr twentyf thousand two hundr one new inf…,Positive
 meghupd haryana minist anil vij given trial dose covaxin test posit coronaviru covidvaccin not…,Neutral
 lifenewshq warning🚨🚨 pfizer warn pregnant women not take coronaviru vaccin could risk baby…,Nagative
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
 steveguest nanci pelosi admit “decision” block coronaviru relief month,Positive
 ronnirenberg import takeaway widespread vaccin avail isnt forecast well two thousand twentyon So let continu wear ma…,Nagative
 lauriegarrett stellar detail report florida gov desanti order downplay cover true extent covid19 i…,Positive
 cnnpolit sen mitt romney call presid trump leadership covid19 great human tragedi …,Storngly Positive
 nytim devast deadlier second wave coronaviru case swept across europ govern reinstat fall lockdown the…,Neutral
 japantim tokyo report record five hundr eightyfour new covid19 case saturday,Neutral
 meghupd haryana minist anil vij given trial dose covaxin test posit coronaviru covidvaccin not…,Neutral
 cbsla restaur owner forc shut coronaviru restrict frustrat film crew abl s…,Nagative
mani politician concern coronaviru seriou neg impact economi so…,Neutral
nintendo focu On switch pro screen rant see gt,Nagative
 ohmes2 park So dam get test coronaviru employ compani produc play confirm posit wa…,Positive
 sachaflorenceg ive battl seven month get basic blood test children 5yo 7yo ongo issu sinc ha…,Neutral
 lauriegarrett whiteh turmoil potu insist elect nobodi pay attn america t…,Nagative
 jayrosennyu one new tone tuesday trump chang tone get real coronaviru threat said AP trump…,Storngly Nagative
 lauriegarrett stellar detail report florida gov desanti order downplay cover true extent covid19 i…,Positive
good morn flu amp cough 😥 kia yehi corona hai haan yehi corona hai coronaviru,Storngly Nagative
 havanahospit irrespect reduct covid nineteen case We havana specialist hospit zero toler polici towards…,Neutral
whiteh ref coronaviru US air forc kc135 refuel B1 b52 c130 rc135 C5 c17 gr4…,Neutral
 cleavonmd oregon medic board suspend licen oregon Dr steven latulipp At protrump ralli nov said neither…,Nagative
 timexcludeduk thankyou emilywhitel lincsliv highlight desper plight three million famili excludeduk an…,Positive
 duzubudur abba lisani yusuf kari south azerbaijani polit activist coronaviru infect despit c…,Neutral
 ndtvfeed haryana minist got trial dose Of covid vaccin test posit,Neutral
 reuter feder student loan payment suspend end januari,Nagative
 cnn would like say vaccin not equal zero covid said Dr michael ryan execut director health emergencies…,Positive
 rockhimalayan type coronaviru colour saffron green green colour viru not good 🏹🏹 covid19,Nagative
 brownbeansprout houston doctor serv sickest covid19 patient die disea,Storngly Nagative
 writerofscratch By write south korea’ respon cultur bound west make mistak fail to…,Storngly Nagative
 keytnc3 current hospit central coast excel capac care even sickest coronaviru patient said…,Storngly Positive
 steveguest unh nanci pelosi claim knew coronaviru threat defend priorit impeach presi…,Storngly Nagative
beckyjohnson222 sorri becki wish fact matter state amp care facil We know pcr test bogu amp can…,Storngly Positive
 wfla tampa gener hospit prepar accept first shipment coronaviru vaccin wflajustin report h…,Positive
 pbmelendez new erinbanco NJ venu least one hundr fifti peopl gather thursday night new york young republican club’s…,Neutral
 lauriegarrett whiteh turmoil potu insist elect nobodi pay attn america t…,Nagative
 anacabrera omg coronaviru one cau death US week surpass heart disea drsanjaygupta say,Storngly Nagative
dannolan teambitcoin leonydusjohnson We maskless flu season compar don’t maskle…,Nagative
 reuter feder student loan payment suspend end januari,Nagative
 joelmorenokomo john angelo hasnt yet activ WA notifi smartphon app say plan come corona…,Neutral
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
 drthomaspaul warn TO world vaccin normal take fifteen year TO develop test coronaviru BE readi BY christma O…,Nagative
 alexwitzleben switzerland rile alpin neighbour keep ski resort open ski becom unlik bitter poli…,Nagative
 nippiesweeti beat antivaxx star power help squash vaccin myth,Positive
 ndtv haryana health minist anil vij given trial dose coronaviru vaccin last month test posit,Neutral
good canuck fire nation anthem guy sing covidiot antimask ralli via viawesom,Nagative
 simondolan thi monument admiss UK govt admit lay wide open massiv class…,Positive
can’t oregon move coronaviru ‘freeze’ tier risk restrictions…,Nagative
 africafactsafz morocco produc coronaviru vaccin partnership china moroccan laboratori sothema receiv the…,Neutral
 paulat messag warn glimp possibl futur might yet avoid If choo,Nagative
 drericd US coronaviru surg sinc octob two thousand twenti maskup folk We haven’t even seen worst yet We damn screw covi…,Storngly Nagative
 lauriegarrett whiteh turmoil potu insist elect nobodi pay attn america t…,Nagative
haryana health minist anilvijminist test posit covid19 day get dose covaxin,Neutral
